"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Age Group"	"Age Group Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	Deaths	Population	Crude Rate
	"Florida"	"12"	"2013"	"2013"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	12	145422	8.3 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	17	152370	11.2 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	16	143957	11.1 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	25	150089	16.7
	"Florida"	"12"	"2013"	"2013"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	28	144740	19.3
	"Florida"	"12"	"2013"	"2013"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	69	154825	44.6
	"Florida"	"12"	"2013"	"2013"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	48	154971	31.0
	"Florida"	"12"	"2013"	"2013"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	138	167951	82.2
	"Florida"	"12"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	124	309592	40.1
	"Florida"	"12"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	15	20074	74.7 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	280	334951	83.6
	"Florida"	"12"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	208	330120	63.0
	"Florida"	"12"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	13	16908	76.9 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	385	330488	116.5
	"Florida"	"12"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	16	14860	107.7 (Unreliable)
	"Florida"	"12"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	510	309947	164.5
	"Florida"	"12"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	20	14460	138.3
	"Florida"	"12"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	888	297550	298.4
	"Florida"	"12"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	28	10219	274.0
	"Florida"	"12"	"2013"	"2013"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	786	217930	360.7
	"Florida"	"12"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	45	9322	482.7
	"Florida"	"12"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	1352	184655	732.2
	"Florida"	"12"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	26	5980	434.8
	"Florida"	"12"	"2013"	"2013"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	1336	149221	895.3
	"Florida"	"12"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	34	5122	663.8
	"Florida"	"12"	"2013"	"2013"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	1866	115499	1615.6
	"Florida"	"12"	"2013"	"2013"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	49	3150	1555.6
	"Florida"	"12"	"2013"	"2013"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	2674	93206	2868.9
	"Florida"	"12"	"2013"	"2013"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	73	2274	3210.2
	"Florida"	"12"	"2013"	"2013"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	2773	64002	4332.7
	"Florida"	"12"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	73	1231	5930.1
	"Florida"	"12"	"2013"	"2013"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	4218	39751	10611.1
	"Florida"	"12"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	31	565	5486.7
	"Florida"	"12"	"2013"	"2013"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2421	21158	11442.5
	"Florida"	"12"	"2014"	"2014"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	121	29882	404.9
	"Florida"	"12"	"2014"	"2014"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	17	2698	630.1 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	159	31478	505.1
	"Florida"	"12"	"2014"	"2014"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	24	117902	20.4
	"Florida"	"12"	"2014"	"2014"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	35	122342	28.6
	"Florida"	"12"	"2014"	"2014"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	16	148510	10.8 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	19	156047	12.2 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	16	146454	10.9 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	20	152376	13.1
	"Florida"	"12"	"2014"	"2014"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	44	147237	29.9
	"Florida"	"12"	"2014"	"2014"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	89	156375	56.9
	"Florida"	"12"	"2014"	"2014"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	44	157539	27.9
	"Florida"	"12"	"2014"	"2014"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	175	169643	103.2
	"Florida"	"12"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	121	319050	37.9
	"Florida"	"12"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	21	21200	99.1
	"Florida"	"12"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	332	345513	96.1
	"Florida"	"12"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	208	338573	61.4
	"Florida"	"12"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	19	17689	107.4 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	430	339889	126.5
	"Florida"	"12"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	11	15505	70.9 (Unreliable)
	"Florida"	"12"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	496	319682	155.2
	"Florida"	"12"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	31	15112	205.1
	"Florida"	"12"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	865	308456	280.4
	"Florida"	"12"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	29	10922	265.5
	"Florida"	"12"	"2014"	"2014"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	839	229897	364.9
	"Florida"	"12"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	44	9908	444.1
	"Florida"	"12"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	1408	195712	719.4
	"Florida"	"12"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	29	6466	448.5
	"Florida"	"12"	"2014"	"2014"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	1351	157438	858.1
	"Florida"	"12"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	60	5498	1091.3
	"Florida"	"12"	"2014"	"2014"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	2031	121677	1669.2
	"Florida"	"12"	"2014"	"2014"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	62	3356	1847.4
	"Florida"	"12"	"2014"	"2014"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	2767	97624	2834.3
	"Florida"	"12"	"2014"	"2014"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	66	2475	2666.7
	"Florida"	"12"	"2014"	"2014"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	2887	66689	4329.0
	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	64	1328	4819.3
	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	4359	42780	10189.3
	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	42	599	7011.7
	"Florida"	"12"	"2014"	"2014"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2632	23047	11420.1
	"Florida"	"12"	"2015"	"2015"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	10	2619	381.8 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	117	30896	378.7
	"Florida"	"12"	"2015"	"2015"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	15	2761	543.3 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	164	32212	509.1
	"Florida"	"12"	"2015"	"2015"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	24	121566	19.7
	"Florida"	"12"	"2015"	"2015"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	31	126712	24.5
	"Florida"	"12"	"2015"	"2015"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	14	151993	9.2 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	18	158376	11.4 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	16	149284	10.7 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	23	156212	14.7
	"Florida"	"12"	"2015"	"2015"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	39	151254	25.8
	"Florida"	"12"	"2015"	"2015"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	94	159941	58.8
	"Florida"	"12"	"2015"	"2015"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	62	158588	39.1
	"Florida"	"12"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"Black or African American"	"2054-5"	10	11483	87.1 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	201	169715	118.4
	"Florida"	"12"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	115	329380	34.9
	"Florida"	"12"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	18	22373	80.5 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	376	355774	105.7
	"Florida"	"12"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	228	347809	65.6
	"Florida"	"12"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	13	18677	69.6 (Unreliable)
	"Florida"	"12"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	492	350168	140.5
	"Florida"	"12"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	502	330269	152.0
	"Florida"	"12"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	31	15829	195.8
	"Florida"	"12"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	956	319408	299.3
	"Florida"	"12"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	20	11709	170.8
	"Florida"	"12"	"2015"	"2015"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	920	242719	379.0
	"Florida"	"12"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	50	10562	473.4
	"Florida"	"12"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	1564	208655	749.6
	"Florida"	"12"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	40	6989	572.3
	"Florida"	"12"	"2015"	"2015"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	1524	166871	913.3
	"Florida"	"12"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	72	5995	1201.0
	"Florida"	"12"	"2015"	"2015"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	2067	128528	1608.2
	"Florida"	"12"	"2015"	"2015"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	53	3531	1501.0
	"Florida"	"12"	"2015"	"2015"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	2868	102175	2806.9
	"Florida"	"12"	"2015"	"2015"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	66	2636	2503.8
	"Florida"	"12"	"2015"	"2015"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	2967	69475	4270.6
	"Florida"	"12"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	70	1447	4837.6
	"Florida"	"12"	"2015"	"2015"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	4564	45804	9964.2
	"Florida"	"12"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	53	653	8116.4
	"Florida"	"12"	"2015"	"2015"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	2913	24979	11661.8
	"Florida"	"12"	"2016"	"2016"	"< 1 year"	"1"	"Female"	"F"	"Black or African American"	"2054-5"	15	2494	601.4 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	141	31523	447.3
	"Florida"	"12"	"2016"	"2016"	"< 1 year"	"1"	"Male"	"M"	"Black or African American"	"2054-5"	27	2617	1031.7
	"Florida"	"12"	"2016"	"2016"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	176	32530	541.0
	"Florida"	"12"	"2016"	"2016"	"1-4 years"	"1-4"	"Female"	"F"	"White"	"2106-3"	20	124529	16.1
	"Florida"	"12"	"2016"	"2016"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	37	129292	28.6
	"Florida"	"12"	"2016"	"2016"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	14	155768	9.0 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	27	162556	16.6
	"Florida"	"12"	"2016"	"2016"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	16	154111	10.4 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	20	160926	12.4
	"Florida"	"12"	"2016"	"2016"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	44	154655	28.5
	"Florida"	"12"	"2016"	"2016"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	88	162970	54.0
	"Florida"	"12"	"2016"	"2016"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	55	159689	34.4
	"Florida"	"12"	"2016"	"2016"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	236	170671	138.3
	"Florida"	"12"	"2016"	"2016"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	163	339314	48.0
	"Florida"	"12"	"2016"	"2016"	"25-34 years"	"25-34"	"Male"	"M"	"Black or African American"	"2054-5"	22	23636	93.1
	"Florida"	"12"	"2016"	"2016"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	573	365745	156.7
	"Florida"	"12"	"2016"	"2016"	"35-44 years"	"35-44"	"Female"	"F"	"Black or African American"	"2054-5"	12	21495	55.8 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	279	356094	78.4
	"Florida"	"12"	"2016"	"2016"	"35-44 years"	"35-44"	"Male"	"M"	"Black or African American"	"2054-5"	19	19920	95.4 (Unreliable)
	"Florida"	"12"	"2016"	"2016"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	565	359607	157.1
	"Florida"	"12"	"2016"	"2016"	"45-54 years"	"45-54"	"Female"	"F"	"Black or African American"	"2054-5"	20	17056	117.3
	"Florida"	"12"	"2016"	"2016"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	597	341490	174.8
	"Florida"	"12"	"2016"	"2016"	"45-54 years"	"45-54"	"Male"	"M"	"Black or African American"	"2054-5"	39	16670	234.0
	"Florida"	"12"	"2016"	"2016"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	1007	331369	303.9
	"Florida"	"12"	"2016"	"2016"	"55-64 years"	"55-64"	"Female"	"F"	"Black or African American"	"2054-5"	30	12572	238.6
	"Florida"	"12"	"2016"	"2016"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	982	256320	383.1
	"Florida"	"12"	"2016"	"2016"	"55-64 years"	"55-64"	"Male"	"M"	"Black or African American"	"2054-5"	58	11341	511.4
	"Florida"	"12"	"2016"	"2016"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	1627	221987	732.9
	"Florida"	"12"	"2016"	"2016"	"65-74 years"	"65-74"	"Female"	"F"	"Black or African American"	"2054-5"	54	7632	707.5
	"Florida"	"12"	"2016"	"2016"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	1603	176879	906.3
	"Florida"	"12"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"Black or African American"	"2054-5"	79	6501	1215.2
	"Florida"	"12"	"2016"	"2016"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	2127	135823	1566.0
	"Florida"	"12"	"2016"	"2016"	"75-84 years"	"75-84"	"Female"	"F"	"Black or African American"	"2054-5"	53	3712	1427.8
	"Florida"	"12"	"2016"	"2016"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	3035	106735	2843.5
	"Florida"	"12"	"2016"	"2016"	"75-84 years"	"75-84"	"Male"	"M"	"Black or African American"	"2054-5"	75	2850	2631.6
	"Florida"	"12"	"2016"	"2016"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	3114	72396	4301.3
	"Florida"	"12"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"Black or African American"	"2054-5"	98	1538	6371.9
	"Florida"	"12"	"2016"	"2016"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	4800	48672	9861.9
	"Florida"	"12"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	"Black or African American"	"2054-5"	56	718	7799.4
	"Florida"	"12"	"2016"	"2016"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	3109	26626	11676.6
	"Georgia"	"13"	"1999"	"1999"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	18	4516	398.6 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	18	4914	366.3 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	18	21577	83.4 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	11	17524	62.8 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	39	34354	113.5
	"Georgia"	"13"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	19	32043	59.3 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	54	56461	95.6
	"Georgia"	"13"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	25	28498	87.7
	"Georgia"	"13"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	36	11675	308.4
	"Georgia"	"13"	"1999"	"1999"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	15	4302	348.7 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	24	4679	512.9
	"Georgia"	"13"	"1999"	"1999"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	19	2167	876.8 (Unreliable)
	"Georgia"	"13"	"1999"	"1999"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	26	1931	1346.5
	"Georgia"	"13"	"1999"	"1999"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	24	975	2461.5
	"Georgia"	"13"	"1999"	"1999"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	23	662	3474.3
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	34	335	10149.3
	"Georgia"	"13"	"1999"	"1999"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	20	141	14184.4
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	32	5068	631.4
	"Georgia"	"13"	"2000"	"2000"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	32	5485	583.4
	"Georgia"	"13"	"2000"	"2000"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	21	24109	87.1
	"Georgia"	"13"	"2000"	"2000"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	48	40000	120.0
	"Georgia"	"13"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	77	62999	122.2
	"Georgia"	"13"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	10	20547	48.7 (Unreliable)
	"Georgia"	"13"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	47	32403	145.0
	"Georgia"	"13"	"2000"	"2000"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	13	10015	129.8 (Unreliable)
	"Georgia"	"13"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	45	13681	328.9
	"Georgia"	"13"	"2000"	"2000"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	16	4839	330.6 (Unreliable)
	"Georgia"	"13"	"2000"	"2000"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	31	5408	573.2
	"Georgia"	"13"	"2000"	"2000"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	24	2466	973.2
	"Georgia"	"13"	"2000"	"2000"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	26	2236	1162.8
	"Georgia"	"13"	"2000"	"2000"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	21	1111	1890.2
	"Georgia"	"13"	"2000"	"2000"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	25	824	3034.0
	"Georgia"	"13"	"2000"	"2000"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	19	394	4822.3 (Unreliable)
	"Georgia"	"13"	"2000"	"2000"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	20	215	9302.3
	"Georgia"	"13"	"2001"	"2001"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	26	7489	347.2
	"Georgia"	"13"	"2001"	"2001"	"< 1 year"	"1"	"Male"	"M"	"White"	"2106-3"	41	7608	538.9
	"Georgia"	"13"	"2001"	"2001"	"1-4 years"	"1-4"	"Male"	"M"	"White"	"2106-3"	12	19674	61.0 (Unreliable)
	"Georgia"	"13"	"2001"	"2001"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	30	23534	127.5
	"Georgia"	"13"	"2001"	"2001"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	55	40418	136.1
	"Georgia"	"13"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	"White"	"2106-3"	17	39974	42.5 (Unreliable)
	"Georgia"	"13"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	"White"	"2106-3"	92	69465	132.4
	"Georgia"	"13"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	"White"	"2106-3"	17	23453	72.5 (Unreliable)
	"Georgia"	"13"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	"White"	"2106-3"	48	36245	132.4
	"Georgia"	"13"	"2001"	"2001"	"45-54 years"	"45-54"	"Female"	"F"	"White"	"2106-3"	12	11522	104.1 (Unreliable)
	"Georgia"	"13"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	"White"	"2106-3"	45	15568	289.1
	"Georgia"	"13"	"2001"	"2001"	"55-64 years"	"55-64"	"Female"	"F"	"White"	"2106-3"	14	5543	252.6 (Unreliable)
	"Georgia"	"13"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	"White"	"2106-3"	34	6098	557.6
	"Georgia"	"13"	"2001"	"2001"	"65-74 years"	"65-74"	"Female"	"F"	"White"	"2106-3"	24	2771	866.1
	"Georgia"	"13"	"2001"	"2001"	"65-74 years"	"65-74"	"Male"	"M"	"White"	"2106-3"	32	2532	1263.8
	"Georgia"	"13"	"2001"	"2001"	"75-84 years"	"75-84"	"Female"	"F"	"White"	"2106-3"	36	1276	2821.3
	"Georgia"	"13"	"2001"	"2001"	"75-84 years"	"75-84"	"Male"	"M"	"White"	"2106-3"	34	969	3508.8
	"Georgia"	"13"	"2001"	"2001"	"85+ years"	"85+"	"Female"	"F"	"White"	"2106-3"	34	450	7555.6
	"Georgia"	"13"	"2001"	"2001"	"85+ years"	"85+"	"Male"	"M"	"White"	"2106-3"	17	235	7234.0 (Unreliable)
	"Georgia"	"13"	"2002"	"2002"	"< 1 year"	"1"	"Female"	"F"	"White"	"2106-3"	46	7784	591.0
