"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	944	2495407	37.8
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	1086	2538996	42.8
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	1163	2589059	44.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	1192	2631341	45.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	1211	2679028	45.2
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	1241	2706154	45.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	1303	2773564	47.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	1406	2814797	50.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	1506	2849464	52.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	1725	2894780	59.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	13	2894780	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	26	1560819	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	28	1661668	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	41	1764337	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	38	1841077	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	40	1915168	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	41	1986689	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	55	2061600	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	50	2140584	2.3
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	55	2216687	2.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	60	2292681	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	79	2364384	3.3
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	65	2418826	2.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	74	2495407	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	75	2538996	3.0
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	118	2589059	4.6
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	119	2631341	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	108	2679028	4.0
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	100	2706154	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	104	2773564	3.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	97	2814797	3.4
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	150	2849464	5.3
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	159	2894780	5.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	13	2631341	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	14	2706154	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	10	2773564	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	18	2814797	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	20	2849464	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	31	2894780	1.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	610	1560819	39.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	605	1661668	36.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	556	1764337	31.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	617	1841077	33.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	655	1915168	34.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	620	1986689	31.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	696	2061600	33.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	583	2140584	27.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	687	2216687	31.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	665	2292681	29.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	618	2364384	26.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	641	2418826	26.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	631	2495407	25.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	720	2538996	28.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	710	2589059	27.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	735	2631341	27.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	731	2679028	27.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	762	2706154	28.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	771	2773564	27.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	836	2814797	29.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	884	2849464	31.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	989	2894780	34.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	238	1560819	15.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	220	1661668	13.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	220	1764337	12.5
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	250	1841077	13.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	234	1915168	12.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	244	1986689	12.3
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	251	2061600	12.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	201	2140584	9.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	231	2216687	10.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	215	2292681	9.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	167	2364384	7.1
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	214	2418826	8.8
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	189	2495407	7.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	218	2538996	8.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	241	2589059	9.3
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	227	2631341	8.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	232	2679028	8.7
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	269	2706154	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	260	2773564	9.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	278	2814797	9.9
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	262	2849464	9.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	313	2894780	10.8
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	370	1560819	23.7
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	382	1661668	23.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	333	1764337	18.9
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	360	1841077	19.6
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	418	1915168	21.8
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	376	1986689	18.9
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	443	2061600	21.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	379	2140584	17.7
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	454	2216687	20.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	444	2292681	19.4
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	447	2364384	18.9
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	423	2418826	17.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	437	2495407	17.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	497	2538996	19.6
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	467	2589059	18.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	499	2631341	19.0
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	493	2679028	18.4
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	484	2706154	17.9
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	503	2773564	18.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	550	2814797	19.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	615	2849464	21.6
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	667	2894780	23.0
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	102	1560819	6.5
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	107	1661668	6.4
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	90	1764337	5.1
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	90	1841077	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	127	1915168	6.6
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	122	1986689	6.1
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	128	2061600	6.2
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2006"	"2006"	105	2140584	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2007"	"2007"	134	2216687	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2008"	"2008"	122	2292681	5.3
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2009"	"2009"	139	2364384	5.9
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2010"	"2010"	133	2418826	5.5
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2011"	"2011"	134	2495407	5.4
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2012"	"2012"	147	2538996	5.8
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2013"	"2013"	145	2589059	5.6
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2014"	"2014"	157	2631341	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2015"	"2015"	158	2679028	5.9
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2016"	"2016"	145	2706154	5.4
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2017"	"2017"	136	2773564	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2018"	"2018"	127	2814797	4.5
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2019"	"2019"	157	2849464	5.5
	"Census Region 2: Midwest"	"CENS-R2"	"Atherosclerotic cardiovascular disease, so described (I25.0)"	"GR113-062"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2020 "	"2020"	191	2894780	6.6
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"1999"	"1999"	268	1560819	17.2
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2000"	"2000"	275	1661668	16.5
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2001"	"2001"	243	1764337	13.8
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2002"	"2002"	270	1841077	14.7
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2003"	"2003"	291	1915168	15.2
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2004"	"2004"	254	1986689	12.8
	"Census Region 2: Midwest"	"CENS-R2"	"All other forms of chronic ischemic heart disease (I20,I25.1-I25.9)"	"GR113-063"	"Hispanic or Latino"	"2135-2"	"Male"	"M"	"2005"	"2005"	315	2061600	15.3
