"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"South Carolina"	"45"	"1980"	"1980"	25154	3126100	804.6
	"South Carolina"	"45"	"1981"	"1981"	25428	3182070	799.1
	"South Carolina"	"45"	"1982"	"1982"	25070	3209765	781.1
	"South Carolina"	"45"	"1983"	"1983"	26164	3234838	808.8
	"South Carolina"	"45"	"1984"	"1984"	26374	3272398	806.0
	"South Carolina"	"45"	"1985"	"1985"	27099	3304946	820.0
	"South Carolina"	"45"	"1986"	"1986"	28141	3344298	841.5
	"South Carolina"	"45"	"1987"	"1987"	28493	3383016	842.2
	"South Carolina"	"45"	"1988"	"1988"	29428	3416448	861.4
	"South Carolina"	"45"	"1989"	"1989"	29618	3462182	855.5
	"South Carolina"	"45"	"1990"	"1990"	29715	3489605	851.5
	"South Carolina"	"45"	"1991"	"1991"	29966	3572113	838.9
	"South Carolina"	"45"	"1992"	"1992"	30638	3621983	845.9
	"South Carolina"	"45"	"1993"	"1993"	31963	3664533	872.2
	"South Carolina"	"45"	"1994"	"1994"	32274	3706500	870.7
	"South Carolina"	"45"	"1995"	"1995"	33527	3749504	894.2
	"South Carolina"	"45"	"1996"	"1996"	34053	3797265	896.8
	"South Carolina"	"45"	"1997"	"1997"	33690	3860744	872.6
	"South Carolina"	"45"	"1998"	"1998"	34827	3920791	888.3
"Total"	"South Carolina"	"45"			585985	69409553	844.2
	"South Dakota"	"46"	"1979"	"1979"	6345	690740	918.6
	"South Dakota"	"46"	"1980"	"1980"	6556	692365	946.9
	"South Dakota"	"46"	"1981"	"1981"	6451	690361	934.4
	"South Dakota"	"46"	"1982"	"1982"	6595	691342	953.9
	"South Dakota"	"46"	"1983"	"1983"	6628	693218	956.1
	"South Dakota"	"46"	"1984"	"1984"	6533	697364	936.8
	"South Dakota"	"46"	"1985"	"1985"	6603	698330	945.5
	"South Dakota"	"46"	"1986"	"1986"	6579	695608	945.8
	"South Dakota"	"46"	"1987"	"1987"	6672	695832	958.9
	"South Dakota"	"46"	"1988"	"1988"	6579	697830	942.8
	"South Dakota"	"46"	"1989"	"1989"	6549	696513	940.3
	"South Dakota"	"46"	"1990"	"1990"	6326	695805	909.2
	"South Dakota"	"46"	"1991"	"1991"	6644	704009	943.7
	"South Dakota"	"46"	"1992"	"1992"	6697	713096	939.1
	"South Dakota"	"46"	"1993"	"1993"	6782	722507	938.7
	"South Dakota"	"46"	"1994"	"1994"	6743	731147	922.2
	"South Dakota"	"46"	"1995"	"1995"	6915	738375	936.5
	"South Dakota"	"46"	"1996"	"1996"	6797	742683	915.2
	"South Dakota"	"46"	"1997"	"1997"	6865	744434	922.2
	"South Dakota"	"46"	"1998"	"1998"	6867	746501	919.9
"Total"	"South Dakota"	"46"			132726	14178060	936.1
	"Tennessee"	"47"	"1979"	"1979"	38789	4537642	854.8
	"Tennessee"	"47"	"1980"	"1980"	40774	4595143	887.3
	"Tennessee"	"47"	"1981"	"1981"	40509	4628211	875.3
	"Tennessee"	"47"	"1982"	"1982"	40292	4646503	867.1
	"Tennessee"	"47"	"1983"	"1983"	41621	4658925	893.4
	"Tennessee"	"47"	"1984"	"1984"	42334	4686096	903.4
	"Tennessee"	"47"	"1985"	"1985"	43226	4717235	916.3
	"Tennessee"	"47"	"1986"	"1986"	44250	4740418	933.5
	"Tennessee"	"47"	"1987"	"1987"	44919	4786279	938.5
	"Tennessee"	"47"	"1988"	"1988"	45775	4827504	948.2
	"Tennessee"	"47"	"1989"	"1989"	45452	4860544	935.1
	"Tennessee"	"47"	"1990"	"1990"	46315	4880859	948.9
	"Tennessee"	"47"	"1991"	"1991"	46309	4968973	932.0
	"Tennessee"	"47"	"1992"	"1992"	46576	5051188	922.1
	"Tennessee"	"47"	"1993"	"1993"	49249	5139306	958.3
	"Tennessee"	"47"	"1994"	"1994"	50525	5233322	965.4
	"Tennessee"	"47"	"1995"	"1995"	51302	5328891	962.7
	"Tennessee"	"47"	"1996"	"1996"	51419	5419660	948.7
	"Tennessee"	"47"	"1997"	"1997"	52665	5501676	957.3
	"Tennessee"	"47"	"1998"	"1998"	53415	5573935	958.3
"Total"	"Tennessee"	"47"			915716	98782310	927.0
	"Texas"	"48"	"1979"	"1979"	104921	13916436	753.9
	"Texas"	"48"	"1980"	"1980"	108180	14268965	758.1
	"Texas"	"48"	"1981"	"1981"	110548	14779030	748.0
	"Texas"	"48"	"1982"	"1982"	111319	15366008	724.4
	"Texas"	"48"	"1983"	"1983"	114813	15773066	727.9
	"Texas"	"48"	"1984"	"1984"	117021	16025603	730.2
	"Texas"	"48"	"1985"	"1985"	118336	16294915	726.2
	"Texas"	"48"	"1986"	"1986"	118747	16578053	716.3
	"Texas"	"48"	"1987"	"1987"	120022	16635523	721.5
	"Texas"	"48"	"1988"	"1988"	122874	16686059	736.4
	"Texas"	"48"	"1989"	"1989"	124878	16832321	741.9
	"Texas"	"48"	"1990"	"1990"	125479	17008748	737.7
	"Texas"	"48"	"1991"	"1991"	126795	17405312	728.5
	"Texas"	"48"	"1992"	"1992"	129108	17766812	726.7
	"Texas"	"48"	"1993"	"1993"	134664	18170320	741.1
	"Texas"	"48"	"1994"	"1994"	136079	18572123	732.7
	"Texas"	"48"	"1995"	"1995"	137821	18967400	726.6
	"Texas"	"48"	"1996"	"1996"	139962	19352289	723.2
	"Texas"	"48"	"1997"	"1997"	142776	19752039	722.8
	"Texas"	"48"	"1998"	"1998"	142605	20171768	707.0
"Total"	"Texas"	"48"			2486948	340322790	730.8
	"Utah"	"49"	"1979"	"1979"	7890	1421446	555.1
	"Utah"	"49"	"1980"	"1980"	8120	1464846	554.3
	"Utah"	"49"	"1981"	"1981"	8343	1516752	550.1
	"Utah"	"49"	"1982"	"1982"	8515	1559272	546.1
	"Utah"	"49"	"1983"	"1983"	8512	1593625	534.1
	"Utah"	"49"	"1984"	"1984"	8997	1620861	555.1
	"Utah"	"49"	"1985"	"1985"	9049	1641813	551.2
	"Utah"	"49"	"1986"	"1986"	8939	1661876	537.9
	"Utah"	"49"	"1987"	"1987"	9120	1677020	543.8
	"Utah"	"49"	"1988"	"1988"	9224	1690185	545.7
	"Utah"	"49"	"1989"	"1989"	9239	1706799	541.3
	"Utah"	"49"	"1990"	"1990"	9192	1723370	533.4
	"Utah"	"49"	"1991"	"1991"	9651	1780280	542.1
	"Utah"	"49"	"1992"	"1992"	9772	1837837	531.7
	"Utah"	"49"	"1993"	"1993"	10465	1898909	551.1
	"Utah"	"49"	"1994"	"1994"	10473	1961072	534.0
	"Utah"	"49"	"1995"	"1995"	10940	2014719	543.0
	"Utah"	"49"	"1996"	"1996"	11112	2069474	536.9
	"Utah"	"49"	"1997"	"1997"	11578	2120359	546.0
	"Utah"	"49"	"1998"	"1998"	11824	2167719	545.5
"Total"	"Utah"	"49"			190955	35128234	543.6
	"Vermont"	"50"	"1979"	"1979"	4179	506115	825.7
	"Vermont"	"50"	"1980"	"1980"	4582	512144	894.7
	"Vermont"	"50"	"1981"	"1981"	4322	516116	837.4
	"Vermont"	"50"	"1982"	"1982"	4490	519544	864.2
	"Vermont"	"50"	"1983"	"1983"	4590	523511	876.8
	"Vermont"	"50"	"1984"	"1984"	4532	526832	860.2
	"Vermont"	"50"	"1985"	"1985"	4662	530151	879.4
	"Vermont"	"50"	"1986"	"1986"	4760	534224	891.0
	"Vermont"	"50"	"1987"	"1987"	4768	540359	882.4
	"Vermont"	"50"	"1988"	"1988"	4666	549762	848.7
	"Vermont"	"50"	"1989"	"1989"	4586	557960	821.9
	"Vermont"	"50"	"1990"	"1990"	4595	562489	816.9
	"Vermont"	"50"	"1991"	"1991"	4563	568691	802.4
	"Vermont"	"50"	"1992"	"1992"	4796	572925	837.1
	"Vermont"	"50"	"1993"	"1993"	4957	577924	857.7
	"Vermont"	"50"	"1994"	"1994"	4784	584098	819.0
	"Vermont"	"50"	"1995"	"1995"	4951	588979	840.6
	"Vermont"	"50"	"1996"	"1996"	4870	593894	820.0
	"Vermont"	"50"	"1997"	"1997"	5053	597414	845.8
	"Vermont"	"50"	"1998"	"1998"	4948	600704	823.7
"Total"	"Vermont"	"50"			93654	11063836	846.5
	"Virginia"	"51"	"1979"	"1979"	40809	5329589	765.7
	"Virginia"	"51"	"1980"	"1980"	42506	5353138	794.0
	"Virginia"	"51"	"1981"	"1981"	42237	5449172	775.1
	"Virginia"	"51"	"1982"	"1982"	41904	5498214	762.1
	"Virginia"	"51"	"1983"	"1983"	43743	5568120	785.6
	"Virginia"	"51"	"1984"	"1984"	44310	5648358	784.5
	"Virginia"	"51"	"1985"	"1985"	45277	5721491	791.3
	"Virginia"	"51"	"1986"	"1986"	46516	5817306	799.6
	"Virginia"	"51"	"1987"	"1987"	46665	5938705	785.8
	"Virginia"	"51"	"1988"	"1988"	47608	6044002	787.7
	"Virginia"	"51"	"1989"	"1989"	47172	6128424	769.7
	"Virginia"	"51"	"1990"	"1990"	48013	6191428	775.5
	"Virginia"	"51"	"1991"	"1991"	49129	6303660	779.4
	"Virginia"	"51"	"1992"	"1992"	49363	6417314	769.2
	"Virginia"	"51"	"1993"	"1993"	51538	6512324	791.4
	"Virginia"	"51"	"1994"	"1994"	52188	6597000	791.1
	"Virginia"	"51"	"1995"	"1995"	52940	6673422	793.3
	"Virginia"	"51"	"1996"	"1996"	53505	6754598	792.1
	"Virginia"	"51"	"1997"	"1997"	53852	6831731	788.3
	"Virginia"	"51"	"1998"	"1998"	54446	6905016	788.5
"Total"	"Virginia"	"51"			953721	121683012	783.8
	"Washington"	"53"	"1979"	"1979"	30481	4018920	758.4
	"Washington"	"53"	"1980"	"1980"	32007	4138795	773.3
	"Washington"	"53"	"1981"	"1981"	32031	4240915	755.3
	"Washington"	"53"	"1982"	"1982"	32300	4280029	754.7
	"Washington"	"53"	"1983"	"1983"	32668	4301870	759.4
	"Washington"	"53"	"1984"	"1984"	33814	4345120	778.2
	"Washington"	"53"	"1985"	"1985"	34504	4402035	783.8
	"Washington"	"53"	"1986"	"1986"	34253	4453602	769.1
	"Washington"	"53"	"1987"	"1987"	35022	4532945	772.6
	"Washington"	"53"	"1988"	"1988"	36338	4641797	782.8
	"Washington"	"53"	"1989"	"1989"	36163	4748909	761.5
	"Washington"	"53"	"1990"	"1990"	37087	4868410	761.8
	"Washington"	"53"	"1991"	"1991"	37073	5026490	737.6
	"Washington"	"53"	"1992"	"1992"	38162	5161525	739.4
	"Washington"	"53"	"1993"	"1993"	40473	5280598	766.4
	"Washington"	"53"	"1994"	"1994"	39960	5376439	743.2
	"Washington"	"53"	"1995"	"1995"	40788	5482492	744.0
	"Washington"	"53"	"1996"	"1996"	42256	5572322	758.3
	"Washington"	"53"	"1997"	"1997"	41463	5675818	730.5
	"Washington"	"53"	"1998"	"1998"	42706	5771447	740.0
"Total"	"Washington"	"53"			729549	96320478	757.4
	"West Virginia"	"54"	"1979"	"1979"	18965	1940160	977.5
	"West Virginia"	"54"	"1980"	"1980"	19237	1949995	986.5
	"West Virginia"	"54"	"1981"	"1981"	19053	1952950	975.6
	"West Virginia"	"54"	"1982"	"1982"	18994	1948421	974.8
	"West Virginia"	"54"	"1983"	"1983"	19325	1943037	994.6
	"West Virginia"	"54"	"1984"	"1984"	19207	1925468	997.5
	"West Virginia"	"54"	"1985"	"1985"	19444	1905477	1020.4
	"West Virginia"	"54"	"1986"	"1986"	19868	1881152	1056.2
	"West Virginia"	"54"	"1987"	"1987"	19767	1856624	1064.7
	"West Virginia"	"54"	"1988"	"1988"	19794	1829578	1081.9
	"West Virginia"	"54"	"1989"	"1989"	19558	1806822	1082.5
	"West Virginia"	"54"	"1990"	"1990"	19385	1794262	1080.4
	"West Virginia"	"54"	"1991"	"1991"	19964	1799502	1109.4
	"West Virginia"	"54"	"1992"	"1992"	19720	1806776	1091.4
	"West Virginia"	"54"	"1993"	"1993"	20404	1817927	1122.4
	"West Virginia"	"54"	"1994"	"1994"	20152	1820782	1106.8
	"West Virginia"	"54"	"1995"	"1995"	20238	1823956	1109.6
	"West Virginia"	"54"	"1996"	"1996"	20420	1823203	1120.0
	"West Virginia"	"54"	"1997"	"1997"	20881	1819689	1147.5
	"West Virginia"	"54"	"1998"	"1998"	20767	1816386	1143.3
"Total"	"West Virginia"	"54"			395143	37262167	1060.4
	"Wisconsin"	"55"	"1979"	"1979"	39183	4671398	838.8
	"Wisconsin"	"55"	"1980"	"1980"	40838	4711208	866.8
	"Wisconsin"	"55"	"1981"	"1981"	40560	4729678	857.6
	"Wisconsin"	"55"	"1982"	"1982"	40281	4731560	851.3
	"Wisconsin"	"55"	"1983"	"1983"	41033	4722266	868.9
	"Wisconsin"	"55"	"1984"	"1984"	41047	4736891	866.5
	"Wisconsin"	"55"	"1985"	"1985"	41492	4749522	873.6
	"Wisconsin"	"55"	"1986"	"1986"	42114	4755750	885.5
	"Wisconsin"	"55"	"1987"	"1987"	42172	4776638	882.9
	"Wisconsin"	"55"	"1988"	"1988"	43032	4820818	892.6
	"Wisconsin"	"55"	"1989"	"1989"	42355	4855689	872.3
	"Wisconsin"	"55"	"1990"	"1990"	42733	4891217	873.7
	"Wisconsin"	"55"	"1991"	"1991"	43137	4967147	868.4
	"Wisconsin"	"55"	"1992"	"1992"	42242	5028141	840.1
	"Wisconsin"	"55"	"1993"	"1993"	44506	5088947	874.6
	"Wisconsin"	"55"	"1994"	"1994"	44441	5138097	864.9
	"Wisconsin"	"55"	"1995"	"1995"	45088	5190188	868.7
	"Wisconsin"	"55"	"1996"	"1996"	45141	5236721	862.0
	"Wisconsin"	"55"	"1997"	"1997"	44891	5272971	851.3
	"Wisconsin"	"55"	"1998"	"1998"	45947	5303586	866.3
"Total"	"Wisconsin"	"55"			852233	98378433	866.3
	"Wyoming"	"56"	"1979"	"1979"	3073	453287	677.9
	"Wyoming"	"56"	"1980"	"1980"	3221	471153	683.6
	"Wyoming"	"56"	"1981"	"1981"	3165	492753	642.3
	"Wyoming"	"56"	"1982"	"1982"	3191	507270	629.1
	"Wyoming"	"56"	"1983"	"1983"	3161	510050	619.7
	"Wyoming"	"56"	"1984"	"1984"	3189	504323	632.3
	"Wyoming"	"56"	"1985"	"1985"	3279	499098	657.0
	"Wyoming"	"56"	"1986"	"1986"	3218	494693	650.5
	"Wyoming"	"56"	"1987"	"1987"	3045	475750	640.0
	"Wyoming"	"56"	"1988"	"1988"	3246	464337	699.1
	"Wyoming"	"56"	"1989"	"1989"	3254	457896	710.6
	"Wyoming"	"56"	"1990"	"1990"	3203	453541	706.2
	"Wyoming"	"56"	"1991"	"1991"	3159	459330	687.7
	"Wyoming"	"56"	"1992"	"1992"	3298	466423	707.1
	"Wyoming"	"56"	"1993"	"1993"	3490	473228	737.5
	"Wyoming"	"56"	"1994"	"1994"	3481	480373	724.6
	"Wyoming"	"56"	"1995"	"1995"	3720	485188	766.7
	"Wyoming"	"56"	"1996"	"1996"	3602	488168	737.9
	"Wyoming"	"56"	"1997"	"1997"	3745	489618	764.9
	"Wyoming"	"56"	"1998"	"1998"	3853	490944	784.8
"Total"	"Wyoming"	"56"			66593	9617423	692.4
"Total"					42868083	4962680697	863.8
"---"
"Dataset: Compressed Mortality, 1979-1998"
"Query Parameters:"
"Group By: State; Year"
"Show Totals: True"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/cmf.html for more information."
"---"
"Query Date: Mar 5, 2022 3:29:35 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. Compressed Mortality File"
"1979-1998. CDC WONDER On-line Database, compiled from Compressed Mortality File CMF 1968-1988, Series 20, No. 2A, 2000 and CMF"
"1989-1998, Series 20, No. 2E, 2003. Accessed at http://wonder.cdc.gov/cmf-icd9.html on Mar 5, 2022 3:29:35 PM"
"---"
Caveats:
"1. The population figures used in the calculation of death rates for the age group 'under 1 year' are the live births for the"
"given time period. More information: http://wonder.cdc.gov/wonder/help/cmf.html#Age Group."
"2. Population figures in this table for 1979 and 1981-89 are intercensal estimates of the July 1 resident population of the"
"United States. Note that the state and county population estimates for these years are not consistent with national estimates."
"The population figures in this table for 1980 and 1990 are modified age-race-sex (MARS) April 1 census counts. The population"
"figures for 1991-98 are bridged-race intercensal estimates of the July 1 resident population."
