"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	233	3347579	7.0
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	211	3372310	6.3
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	203	3401460	6.0
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	250	3437306	7.3
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	187	3477179	5.4
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	234	3508921	6.7
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	206	3551546	5.8
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	205	3594914	5.7
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	173	3638549	4.8
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	182	3693590	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	171	3732849	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	169	3760839	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	172	3802988	4.5
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	173	3793231	4.6
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	185	3797834	4.9
	"Census Region 1: Northeast"	"CENS-R1"	"Assault (homicide) by other and unspecified means and their sequelae (*U01.0-*U01.3,*U01.5-*U01.9,*U02,X85-X92,X96-Y09,Y87.1)"	"GR113-129"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	226	3831098	5.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	12	3166928	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	12	3199210	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	13	3273969	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	19	3303059	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	15	3324658	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	14	3347579	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	11	3372310	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	16	3401460	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	15	3437306	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	19	3477179	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	17	3551546	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	22	3594914	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	28	3638549	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	19	3693590	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	13	3732849	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	13	3760839	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	24	3802988	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	15	3793231	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	16	3797834	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	21	3831098	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	71	3166928	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	62	3199210	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	95	3241467	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	84	3273969	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	106	3303059	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	75	3324658	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	68	3347579	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	64	3372310	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	67	3401460	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	60	3437306	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	46	3477179	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	56	3508921	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	60	3551546	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	56	3594914	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	47	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	48	3693590	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	52	3732849	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	75	3760839	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	69	3802988	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	95	3793231	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	90	3797834	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	99	3831098	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	62	3166928	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	57	3199210	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	92	3241467	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	81	3273969	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	100	3303059	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	71	3324658	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	61	3347579	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	62	3372310	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	62	3401460	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	55	3437306	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	42	3477179	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	56	3508921	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	59	3551546	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	54	3594914	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	46	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	47	3693590	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	51	3732849	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	71	3760839	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	66	3802988	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	91	3793231	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	87	3797834	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	94	3831098	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"1999"	"1999"	"Black or African American"	"2054-5"	"Male"	"M"	28	3166928	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2000"	"2000"	"Black or African American"	"2054-5"	"Male"	"M"	30	3199210	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2001"	"2001"	"Black or African American"	"2054-5"	"Male"	"M"	41	3241467	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2002"	"2002"	"Black or African American"	"2054-5"	"Male"	"M"	33	3273969	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	30	3303059	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	29	3324658	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	29	3347579	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	19	3372310	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	20	3401460	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	28	3437306	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	29	3477179	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	22	3508921	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	32	3551546	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	28	3594914	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	31	3638549	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	30	3693590	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	33	3732849	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	42	3760839	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	63	3802988	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	47	3793231	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	59	3797834	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	65	3831098	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2003"	"2003"	"Black or African American"	"2054-5"	"Male"	"M"	11	3303059	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2004"	"2004"	"Black or African American"	"2054-5"	"Male"	"M"	15	3324658	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2005"	"2005"	"Black or African American"	"2054-5"	"Male"	"M"	18	3347579	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2006"	"2006"	"Black or African American"	"2054-5"	"Male"	"M"	20	3372310	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2007"	"2007"	"Black or African American"	"2054-5"	"Male"	"M"	33	3401460	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2008"	"2008"	"Black or African American"	"2054-5"	"Male"	"M"	36	3437306	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2009"	"2009"	"Black or African American"	"2054-5"	"Male"	"M"	33	3477179	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2010"	"2010"	"Black or African American"	"2054-5"	"Male"	"M"	28	3508921	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2011"	"2011"	"Black or African American"	"2054-5"	"Male"	"M"	48	3551546	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2012"	"2012"	"Black or African American"	"2054-5"	"Male"	"M"	40	3594914	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2013"	"2013"	"Black or African American"	"2054-5"	"Male"	"M"	49	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2014"	"2014"	"Black or African American"	"2054-5"	"Male"	"M"	31	3693590	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2015"	"2015"	"Black or African American"	"2054-5"	"Male"	"M"	33	3732849	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2016"	"2016"	"Black or African American"	"2054-5"	"Male"	"M"	35	3760839	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2017"	"2017"	"Black or African American"	"2054-5"	"Male"	"M"	31	3802988	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2018"	"2018"	"Black or African American"	"2054-5"	"Male"	"M"	28	3793231	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2019"	"2019"	"Black or African American"	"2054-5"	"Male"	"M"	27	3797834	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	37	3831098	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#COVID-19 (U07.1)"	"GR113-137"	"2020 "	"2020"	"Black or African American"	"2054-5"	"Male"	"M"	8546	3831098	223.1
