"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Georgia"	"13"	"1984"	"1984"	"White"	"2106-3"	"Male"	"M"	17897	2056427	870.3
	"Georgia"	"13"	"1985"	"1985"	"Black or African American"	"2054-5"	"Female"	"F"	6295	861687	730.5
	"Georgia"	"13"	"1985"	"1985"	"Black or African American"	"2054-5"	"Male"	"M"	7221	757000	953.9
	"Georgia"	"13"	"1985"	"1985"	"Other Race"	"2131-1"	"Female"	"F"	40	32475	123.2
	"Georgia"	"13"	"1985"	"1985"	"Other Race"	"2131-1"	"Male"	"M"	40	30510	131.1
	"Georgia"	"13"	"1985"	"1985"	"White"	"2106-3"	"Female"	"F"	16340	2184396	748.0
	"Georgia"	"13"	"1985"	"1985"	"White"	"2106-3"	"Male"	"M"	18721	2102182	890.6
	"Georgia"	"13"	"1986"	"1986"	"Black or African American"	"2054-5"	"Female"	"F"	6455	876885	736.1
	"Georgia"	"13"	"1986"	"1986"	"Black or African American"	"2054-5"	"Male"	"M"	7277	770650	944.3
	"Georgia"	"13"	"1986"	"1986"	"Other Race"	"2131-1"	"Female"	"F"	35	35379	98.9
	"Georgia"	"13"	"1986"	"1986"	"Other Race"	"2131-1"	"Male"	"M"	52	33486	155.3
	"Georgia"	"13"	"1986"	"1986"	"White"	"2106-3"	"Female"	"F"	16738	2226922	751.6
	"Georgia"	"13"	"1986"	"1986"	"White"	"2106-3"	"Male"	"M"	18790	2147320	875.0
	"Georgia"	"13"	"1987"	"1987"	"Black or African American"	"2054-5"	"Female"	"F"	6571	894002	735.0
	"Georgia"	"13"	"1987"	"1987"	"Black or African American"	"2054-5"	"Male"	"M"	7341	784250	936.1
	"Georgia"	"13"	"1987"	"1987"	"Other Race"	"2131-1"	"Female"	"F"	50	38247	130.7
	"Georgia"	"13"	"1987"	"1987"	"Other Race"	"2131-1"	"Male"	"M"	52	36397	142.9
	"Georgia"	"13"	"1987"	"1987"	"White"	"2106-3"	"Female"	"F"	17052	2272137	750.5
	"Georgia"	"13"	"1987"	"1987"	"White"	"2106-3"	"Male"	"M"	19133	2191876	872.9
	"Georgia"	"13"	"1988"	"1988"	"Black or African American"	"2054-5"	"Female"	"F"	6829	910103	750.4
	"Georgia"	"13"	"1988"	"1988"	"Black or African American"	"2054-5"	"Male"	"M"	7742	798556	969.5
	"Georgia"	"13"	"1988"	"1988"	"Other Race"	"2131-1"	"Female"	"F"	54	41111	131.4
	"Georgia"	"13"	"1988"	"1988"	"Other Race"	"2131-1"	"Male"	"M"	65	39422	164.9
	"Georgia"	"13"	"1988"	"1988"	"White"	"2106-3"	"Female"	"F"	17414	2306588	755.0
	"Georgia"	"13"	"1988"	"1988"	"White"	"2106-3"	"Male"	"M"	19523	2229769	875.6
	"Georgia"	"13"	"1989"	"1989"	"Black or African American"	"2054-5"	"Female"	"F"	6967	925357	752.9
	"Georgia"	"13"	"1989"	"1989"	"Black or African American"	"2054-5"	"Male"	"M"	7932	811825	977.1
	"Georgia"	"13"	"1989"	"1989"	"Other Race"	"2131-1"	"Female"	"F"	60	44013	136.3
	"Georgia"	"13"	"1989"	"1989"	"Other Race"	"2131-1"	"Male"	"M"	74	42393	174.6
	"Georgia"	"13"	"1989"	"1989"	"White"	"2106-3"	"Female"	"F"	17776	2336115	760.9
	"Georgia"	"13"	"1989"	"1989"	"White"	"2106-3"	"Male"	"M"	19449	2261896	859.9
	"Georgia"	"13"	"1990"	"1990"	"Black or African American"	"2054-5"	"Female"	"F"	6801	934929	727.4
	"Georgia"	"13"	"1990"	"1990"	"Black or African American"	"2054-5"	"Male"	"M"	7785	819787	949.6
	"Georgia"	"13"	"1990"	"1990"	"Other Race"	"2131-1"	"Female"	"F"	73	46087	158.4
	"Georgia"	"13"	"1990"	"1990"	"Other Race"	"2131-1"	"Male"	"M"	88	44458	197.9
	"Georgia"	"13"	"1990"	"1990"	"White"	"2106-3"	"Female"	"F"	17601	2355263	747.3
	"Georgia"	"13"	"1990"	"1990"	"White"	"2106-3"	"Male"	"M"	19462	2282856	852.5
	"Georgia"	"13"	"1991"	"1991"	"Black or African American"	"2054-5"	"Female"	"F"	6890	967573	712.1
	"Georgia"	"13"	"1991"	"1991"	"Black or African American"	"2054-5"	"Male"	"M"	8158	850612	959.1
	"Georgia"	"13"	"1991"	"1991"	"Other Race"	"2131-1"	"Female"	"F"	83	49574	167.4
	"Georgia"	"13"	"1991"	"1991"	"Other Race"	"2131-1"	"Male"	"M"	75	48025	156.2
	"Georgia"	"13"	"1991"	"1991"	"White"	"2106-3"	"Female"	"F"	17865	2405105	742.8
	"Georgia"	"13"	"1991"	"1991"	"White"	"2106-3"	"Male"	"M"	19731	2335025	845.0
	"Georgia"	"13"	"1992"	"1992"	"Black or African American"	"2054-5"	"Female"	"F"	6981	997233	700.0
	"Georgia"	"13"	"1992"	"1992"	"Black or African American"	"2054-5"	"Male"	"M"	7964	879080	905.9
	"Georgia"	"13"	"1992"	"1992"	"Other Race"	"2131-1"	"Female"	"F"	84	54268	154.8
	"Georgia"	"13"	"1992"	"1992"	"Other Race"	"2131-1"	"Male"	"M"	91	52907	172.0
	"Georgia"	"13"	"1992"	"1992"	"White"	"2106-3"	"Female"	"F"	18305	2450868	746.9
	"Georgia"	"13"	"1992"	"1992"	"White"	"2106-3"	"Male"	"M"	19567	2386164	820.0
	"Georgia"	"13"	"1993"	"1993"	"Black or African American"	"2054-5"	"Female"	"F"	7421	1029681	720.7
	"Georgia"	"13"	"1993"	"1993"	"Black or African American"	"2054-5"	"Male"	"M"	8415	907878	926.9
	"Georgia"	"13"	"1993"	"1993"	"Other Race"	"2131-1"	"Female"	"F"	78	59689	130.7
	"Georgia"	"13"	"1993"	"1993"	"Other Race"	"2131-1"	"Male"	"M"	114	57982	196.6
	"Georgia"	"13"	"1993"	"1993"	"White"	"2106-3"	"Female"	"F"	19527	2493439	783.1
	"Georgia"	"13"	"1993"	"1993"	"White"	"2106-3"	"Male"	"M"	20544	2432945	844.4
	"Georgia"	"13"	"1994"	"1994"	"Black or African American"	"2054-5"	"Female"	"F"	7253	1064897	681.1
	"Georgia"	"13"	"1994"	"1994"	"Black or African American"	"2054-5"	"Male"	"M"	8450	940313	898.6
	"Georgia"	"13"	"1994"	"1994"	"Other Race"	"2131-1"	"Female"	"F"	113	65884	171.5
	"Georgia"	"13"	"1994"	"1994"	"Other Race"	"2131-1"	"Male"	"M"	113	63793	177.1
	"Georgia"	"13"	"1994"	"1994"	"White"	"2106-3"	"Female"	"F"	19853	2540389	781.5
	"Georgia"	"13"	"1994"	"1994"	"White"	"2106-3"	"Male"	"M"	20789	2485920	836.3
	"Georgia"	"13"	"1995"	"1995"	"Black or African American"	"2054-5"	"Female"	"F"	7813	1096978	712.2
	"Georgia"	"13"	"1995"	"1995"	"Black or African American"	"2054-5"	"Male"	"M"	8649	970631	891.1
	"Georgia"	"13"	"1995"	"1995"	"Other Race"	"2131-1"	"Female"	"F"	93	72025	129.1
	"Georgia"	"13"	"1995"	"1995"	"Other Race"	"2131-1"	"Male"	"M"	121	69965	172.9
	"Georgia"	"13"	"1995"	"1995"	"White"	"2106-3"	"Female"	"F"	20825	2585968	805.3
	"Georgia"	"13"	"1995"	"1995"	"White"	"2106-3"	"Male"	"M"	20886	2537602	823.1
	"Georgia"	"13"	"1996"	"1996"	"Black or African American"	"2054-5"	"Female"	"F"	7785	1131659	687.9
	"Georgia"	"13"	"1996"	"1996"	"Black or African American"	"2054-5"	"Male"	"M"	8483	1002314	846.3
	"Georgia"	"13"	"1996"	"1996"	"Other Race"	"2131-1"	"Female"	"F"	130	78732	165.1
	"Georgia"	"13"	"1996"	"1996"	"Other Race"	"2131-1"	"Male"	"M"	143	76442	187.1
	"Georgia"	"13"	"1996"	"1996"	"White"	"2106-3"	"Female"	"F"	21037	2629836	799.9
	"Georgia"	"13"	"1996"	"1996"	"White"	"2106-3"	"Male"	"M"	21176	2587560	818.4
	"Georgia"	"13"	"1997"	"1997"	"Black or African American"	"2054-5"	"Female"	"F"	7858	1167053	673.3
	"Georgia"	"13"	"1997"	"1997"	"Black or African American"	"2054-5"	"Male"	"M"	8393	1036603	809.7
	"Georgia"	"13"	"1997"	"1997"	"Other Race"	"2131-1"	"Female"	"F"	141	85511	164.9
	"Georgia"	"13"	"1997"	"1997"	"Other Race"	"2131-1"	"Male"	"M"	168	82781	202.9
	"Georgia"	"13"	"1997"	"1997"	"White"	"2106-3"	"Female"	"F"	21679	2675888	810.2
	"Georgia"	"13"	"1997"	"1997"	"White"	"2106-3"	"Male"	"M"	21112	2643599	798.6
	"Georgia"	"13"	"1998"	"1998"	"Black or African American"	"2054-5"	"Female"	"F"	8138	1203855	676.0
	"Georgia"	"13"	"1998"	"1998"	"Black or African American"	"2054-5"	"Male"	"M"	8197	1070242	765.9
	"Georgia"	"13"	"1998"	"1998"	"Other Race"	"2131-1"	"Female"	"F"	146	93085	156.8
	"Georgia"	"13"	"1998"	"1998"	"Other Race"	"2131-1"	"Male"	"M"	205	89715	228.5
	"Georgia"	"13"	"1998"	"1998"	"White"	"2106-3"	"Female"	"F"	22021	2717501	810.3
	"Georgia"	"13"	"1998"	"1998"	"White"	"2106-3"	"Male"	"M"	21721	2695913	805.7
	"Hawaii"	"15"	"1980"	"1980"	"Black or African American"	"2054-5"	"Female"	"F"	10	5786	172.8 (Unreliable)
	"Hawaii"	"15"	"1980"	"1980"	"Black or African American"	"2054-5"	"Male"	"M"	26	12186	213.4
	"Hawaii"	"15"	"1980"	"1980"	"Other Race"	"2131-1"	"Female"	"F"	1283	303511	422.7
	"Hawaii"	"15"	"1980"	"1980"	"Other Race"	"2131-1"	"Male"	"M"	2053	297008	691.2
	"Hawaii"	"15"	"1980"	"1980"	"White"	"2106-3"	"Female"	"F"	666	161920	411.3
	"Hawaii"	"15"	"1980"	"1980"	"White"	"2106-3"	"Male"	"M"	943	186871	504.6
	"Hawaii"	"15"	"1981"	"1981"	"Black or African American"	"2054-5"	"Female"	"F"	7	6379	109.7 (Unreliable)
	"Hawaii"	"15"	"1981"	"1981"	"Black or African American"	"2054-5"	"Male"	"M"	28	12643	221.5
	"Hawaii"	"15"	"1981"	"1981"	"Other Race"	"2131-1"	"Female"	"F"	1298	310043	418.7
	"Hawaii"	"15"	"1981"	"1981"	"Other Race"	"2131-1"	"Male"	"M"	2021	302707	667.6
	"Hawaii"	"15"	"1981"	"1981"	"White"	"2106-3"	"Female"	"F"	644	161981	397.6
	"Hawaii"	"15"	"1981"	"1981"	"White"	"2106-3"	"Male"	"M"	993	186505	532.4
	"Hawaii"	"15"	"1982"	"1982"	"Black or African American"	"2054-5"	"Female"	"F"	11	6889	159.7 (Unreliable)
	"Hawaii"	"15"	"1982"	"1982"	"Black or African American"	"2054-5"	"Male"	"M"	31	13073	237.1
	"Hawaii"	"15"	"1982"	"1982"	"Other Race"	"2131-1"	"Female"	"F"	1396	316446	441.1
	"Hawaii"	"15"	"1982"	"1982"	"Other Race"	"2131-1"	"Male"	"M"	2062	307293	671.0
	"Hawaii"	"15"	"1982"	"1982"	"White"	"2106-3"	"Female"	"F"	712	164123	433.8
	"Hawaii"	"15"	"1982"	"1982"	"White"	"2106-3"	"Male"	"M"	976	188101	518.9
	"Hawaii"	"15"	"1983"	"1983"	"Black or African American"	"2054-5"	"Female"	"F"	13	7571	171.7 (Unreliable)
	"Hawaii"	"15"	"1983"	"1983"	"Black or African American"	"2054-5"	"Male"	"M"	21	13769	152.5
	"Hawaii"	"15"	"1983"	"1983"	"Other Race"	"2131-1"	"Female"	"F"	1515	321815	470.8
	"Hawaii"	"15"	"1983"	"1983"	"Other Race"	"2131-1"	"Male"	"M"	2156	311639	691.8
	"Hawaii"	"15"	"1983"	"1983"	"White"	"2106-3"	"Female"	"F"	723	167610	431.4
	"Hawaii"	"15"	"1983"	"1983"	"White"	"2106-3"	"Male"	"M"	1054	192283	548.2
	"Hawaii"	"15"	"1984"	"1984"	"Black or African American"	"2054-5"	"Female"	"F"	15	8113	184.9 (Unreliable)
	"Hawaii"	"15"	"1984"	"1984"	"Black or African American"	"2054-5"	"Male"	"M"	38	14402	263.9
	"Hawaii"	"15"	"1984"	"1984"	"Other Race"	"2131-1"	"Female"	"F"	1537	325927	471.6
	"Hawaii"	"15"	"1984"	"1984"	"Other Race"	"2131-1"	"Male"	"M"	2273	316375	718.5
	"Hawaii"	"15"	"1984"	"1984"	"White"	"2106-3"	"Female"	"F"	727	169172	429.7
	"Hawaii"	"15"	"1984"	"1984"	"White"	"2106-3"	"Male"	"M"	1050	195134	538.1
	"Hawaii"	"15"	"1985"	"1985"	"Black or African American"	"2054-5"	"Female"	"F"	15	8607	174.3 (Unreliable)
	"Hawaii"	"15"	"1985"	"1985"	"Black or African American"	"2054-5"	"Male"	"M"	38	14901	255.0
	"Hawaii"	"15"	"1985"	"1985"	"Other Race"	"2131-1"	"Female"	"F"	1607	330048	486.9
	"Hawaii"	"15"	"1985"	"1985"	"Other Race"	"2131-1"	"Male"	"M"	2363	319549	739.5
	"Hawaii"	"15"	"1985"	"1985"	"White"	"2106-3"	"Female"	"F"	746	170544	437.4
	"Hawaii"	"15"	"1985"	"1985"	"White"	"2106-3"	"Male"	"M"	1056	196660	537.0
	"Hawaii"	"15"	"1986"	"1986"	"Black or African American"	"2054-5"	"Female"	"F"	14	9079	154.2 (Unreliable)
	"Hawaii"	"15"	"1986"	"1986"	"Black or African American"	"2054-5"	"Male"	"M"	39	15385	253.5
	"Hawaii"	"15"	"1986"	"1986"	"Other Race"	"2131-1"	"Female"	"F"	1650	334227	493.7
	"Hawaii"	"15"	"1986"	"1986"	"Other Race"	"2131-1"	"Male"	"M"	2336	323963	721.1
	"Hawaii"	"15"	"1986"	"1986"	"White"	"2106-3"	"Female"	"F"	801	171378	467.4
	"Hawaii"	"15"	"1986"	"1986"	"White"	"2106-3"	"Male"	"M"	1034	198577	520.7
	"Hawaii"	"15"	"1987"	"1987"	"Black or African American"	"2054-5"	"Female"	"F"	13	9600	135.4 (Unreliable)
	"Hawaii"	"15"	"1987"	"1987"	"Black or African American"	"2054-5"	"Male"	"M"	46	15918	289.0
	"Hawaii"	"15"	"1987"	"1987"	"Other Race"	"2131-1"	"Female"	"F"	1733	340296	509.3
	"Hawaii"	"15"	"1987"	"1987"	"Other Race"	"2131-1"	"Male"	"M"	2494	329497	756.9
	"Hawaii"	"15"	"1987"	"1987"	"White"	"2106-3"	"Female"	"F"	796	173268	459.4
	"Hawaii"	"15"	"1987"	"1987"	"White"	"2106-3"	"Male"	"M"	1142	200717	569.0
	"Hawaii"	"15"	"1988"	"1988"	"Black or African American"	"2054-5"	"Female"	"F"	19	10086	188.4 (Unreliable)
	"Hawaii"	"15"	"1988"	"1988"	"Black or African American"	"2054-5"	"Male"	"M"	33	16269	202.8
	"Hawaii"	"15"	"1988"	"1988"	"Other Race"	"2131-1"	"Female"	"F"	1690	346006	488.4
	"Hawaii"	"15"	"1988"	"1988"	"Other Race"	"2131-1"	"Male"	"M"	2436	333913	729.5
	"Hawaii"	"15"	"1988"	"1988"	"White"	"2106-3"	"Female"	"F"	772	174235	443.1
	"Hawaii"	"15"	"1988"	"1988"	"White"	"2106-3"	"Male"	"M"	1125	201314	558.8
	"Hawaii"	"15"	"1989"	"1989"	"Black or African American"	"2054-5"	"Female"	"F"	13	10606	122.6 (Unreliable)
	"Hawaii"	"15"	"1989"	"1989"	"Black or African American"	"2054-5"	"Male"	"M"	28	16678	167.9
	"Hawaii"	"15"	"1989"	"1989"	"Other Race"	"2131-1"	"Female"	"F"	1841	352425	522.4
	"Hawaii"	"15"	"1989"	"1989"	"Other Race"	"2131-1"	"Male"	"M"	2609	339794	767.8
	"Hawaii"	"15"	"1989"	"1989"	"White"	"2106-3"	"Female"	"F"	848	175119	484.2
	"Hawaii"	"15"	"1989"	"1989"	"White"	"2106-3"	"Male"	"M"	1163	202319	574.8
	"Hawaii"	"15"	"1990"	"1990"	"Black or African American"	"2054-5"	"Female"	"F"	18	10891	165.3 (Unreliable)
	"Hawaii"	"15"	"1990"	"1990"	"Black or African American"	"2054-5"	"Male"	"M"	30	16906	177.5
	"Hawaii"	"15"	"1990"	"1990"	"Other Race"	"2131-1"	"Female"	"F"	1952	358488	544.5
	"Hawaii"	"15"	"1990"	"1990"	"Other Race"	"2131-1"	"Male"	"M"	2767	345109	801.8
	"Hawaii"	"15"	"1990"	"1990"	"White"	"2106-3"	"Female"	"F"	866	175759	492.7
	"Hawaii"	"15"	"1990"	"1990"	"White"	"2106-3"	"Male"	"M"	1149	202793	566.6
	"Hawaii"	"15"	"1991"	"1991"	"Black or African American"	"2054-5"	"Female"	"F"	26	11877	218.9
	"Hawaii"	"15"	"1991"	"1991"	"Black or African American"	"2054-5"	"Male"	"M"	51	18080	282.1
	"Hawaii"	"15"	"1991"	"1991"	"Other Race"	"2131-1"	"Female"	"F"	1967	369803	531.9
	"Hawaii"	"15"	"1991"	"1991"	"Other Race"	"2131-1"	"Male"	"M"	2694	354269	760.4
	"Hawaii"	"15"	"1991"	"1991"	"White"	"2106-3"	"Female"	"F"	873	177014	493.2
	"Hawaii"	"15"	"1991"	"1991"	"White"	"2106-3"	"Male"	"M"	1199	206428	580.8
	"Hawaii"	"15"	"1992"	"1992"	"Black or African American"	"2054-5"	"Female"	"F"	17	13224	128.6 (Unreliable)
	"Hawaii"	"15"	"1992"	"1992"	"Black or African American"	"2054-5"	"Male"	"M"	37	19552	189.2
	"Hawaii"	"15"	"1992"	"1992"	"Other Race"	"2131-1"	"Female"	"F"	2028	377889	536.7
	"Hawaii"	"15"	"1992"	"1992"	"Other Race"	"2131-1"	"Male"	"M"	2818	361489	779.6
	"Hawaii"	"15"	"1992"	"1992"	"White"	"2106-3"	"Female"	"F"	857	178302	480.6
	"Hawaii"	"15"	"1992"	"1992"	"White"	"2106-3"	"Male"	"M"	1211	209034	579.3
	"Hawaii"	"15"	"1993"	"1993"	"Black or African American"	"2054-5"	"Female"	"F"	12	13533	88.7 (Unreliable)
	"Hawaii"	"15"	"1993"	"1993"	"Black or African American"	"2054-5"	"Male"	"M"	29	19064	152.1
	"Hawaii"	"15"	"1993"	"1993"	"Other Race"	"2131-1"	"Female"	"F"	2126	385856	551.0
	"Hawaii"	"15"	"1993"	"1993"	"Other Race"	"2131-1"	"Male"	"M"	3001	369590	812.0
	"Hawaii"	"15"	"1993"	"1993"	"White"	"2106-3"	"Female"	"F"	866	178089	486.3
	"Hawaii"	"15"	"1993"	"1993"	"White"	"2106-3"	"Male"	"M"	1295	207633	623.7
	"Hawaii"	"15"	"1994"	"1994"	"Black or African American"	"2054-5"	"Female"	"F"	20	14062	142.2
	"Hawaii"	"15"	"1994"	"1994"	"Black or African American"	"2054-5"	"Male"	"M"	45	19253	233.7
	"Hawaii"	"15"	"1994"	"1994"	"Other Race"	"2131-1"	"Female"	"F"	2120	393745	538.4
	"Hawaii"	"15"	"1994"	"1994"	"Other Race"	"2131-1"	"Male"	"M"	3013	377294	798.6
	"Hawaii"	"15"	"1994"	"1994"	"White"	"2106-3"	"Female"	"F"	891	177262	502.6
	"Hawaii"	"15"	"1994"	"1994"	"White"	"2106-3"	"Male"	"M"	1247	207259	601.7
	"Hawaii"	"15"	"1995"	"1995"	"Black or African American"	"2054-5"	"Female"	"F"	26	14150	183.7
	"Hawaii"	"15"	"1995"	"1995"	"Black or African American"	"2054-5"	"Male"	"M"	52	19231	270.4
	"Hawaii"	"15"	"1995"	"1995"	"Other Race"	"2131-1"	"Female"	"F"	2267	399899	566.9
	"Hawaii"	"15"	"1995"	"1995"	"Other Race"	"2131-1"	"Male"	"M"	3101	384160	807.2
	"Hawaii"	"15"	"1995"	"1995"	"White"	"2106-3"	"Female"	"F"	915	176453	518.6
	"Hawaii"	"15"	"1995"	"1995"	"White"	"2106-3"	"Male"	"M"	1272	204134	623.1
	"Hawaii"	"15"	"1996"	"1996"	"Black or African American"	"2054-5"	"Female"	"F"	17	13889	122.4 (Unreliable)
	"Hawaii"	"15"	"1996"	"1996"	"Black or African American"	"2054-5"	"Male"	"M"	34	19151	177.5
	"Hawaii"	"15"	"1996"	"1996"	"Other Race"	"2131-1"	"Female"	"F"	2443	406758	600.6
	"Hawaii"	"15"	"1996"	"1996"	"Other Race"	"2131-1"	"Male"	"M"	3195	389059	821.2
	"Hawaii"	"15"	"1996"	"1996"	"White"	"2106-3"	"Female"	"F"	937	174993	535.4
	"Hawaii"	"15"	"1996"	"1996"	"White"	"2106-3"	"Male"	"M"	1322	201749	655.3
	"Hawaii"	"15"	"1997"	"1997"	"Black or African American"	"2054-5"	"Female"	"F"	18	13803	130.4 (Unreliable)
	"Hawaii"	"15"	"1997"	"1997"	"Black or African American"	"2054-5"	"Male"	"M"	39	18971	205.6
	"Hawaii"	"15"	"1997"	"1997"	"Other Race"	"2131-1"	"Female"	"F"	2445	413554	591.2
	"Hawaii"	"15"	"1997"	"1997"	"Other Race"	"2131-1"	"Male"	"M"	3252	393620	826.2
	"Hawaii"	"15"	"1997"	"1997"	"White"	"2106-3"	"Female"	"F"	917	173864	527.4
	"Hawaii"	"15"	"1997"	"1997"	"White"	"2106-3"	"Male"	"M"	1221	199291	612.7
	"Hawaii"	"15"	"1998"	"1998"	"Black or African American"	"2054-5"	"Female"	"F"	21	13568	154.8
	"Hawaii"	"15"	"1998"	"1998"	"Black or African American"	"2054-5"	"Male"	"M"	30	18951	158.3
	"Hawaii"	"15"	"1998"	"1998"	"Other Race"	"2131-1"	"Female"	"F"	2553	418711	609.7
	"Hawaii"	"15"	"1998"	"1998"	"Other Race"	"2131-1"	"Male"	"M"	3257	397098	820.2
	"Hawaii"	"15"	"1998"	"1998"	"White"	"2106-3"	"Female"	"F"	960	171564	559.6
	"Hawaii"	"15"	"1998"	"1998"	"White"	"2106-3"	"Male"	"M"	1270	197317	643.6
	"Idaho"	"16"	"1980"	"1980"	"Black or African American"	"2054-5"	"Female"	"F"	5	1032	484.5 (Unreliable)
	"Idaho"	"16"	"1980"	"1980"	"Black or African American"	"2054-5"	"Male"	"M"	7	1591	440.0 (Unreliable)
	"Idaho"	"16"	"1980"	"1980"	"Other Race"	"2131-1"	"Female"	"F"	35	8723	401.2
	"Idaho"	"16"	"1980"	"1980"	"Other Race"	"2131-1"	"Male"	"M"	56	8337	671.7
	"Idaho"	"16"	"1980"	"1980"	"White"	"2106-3"	"Female"	"F"	2847	463706	614.0
	"Idaho"	"16"	"1980"	"1980"	"White"	"2106-3"	"Male"	"M"	3813	462006	825.3
	"Idaho"	"16"	"1981"	"1981"	"Black or African American"	"2054-5"	"Female"	"F"	8	1129	708.6 (Unreliable)
	"Idaho"	"16"	"1981"	"1981"	"Black or African American"	"2054-5"	"Male"	"M"	11	1725	637.7 (Unreliable)
	"Idaho"	"16"	"1981"	"1981"	"Other Race"	"2131-1"	"Female"	"F"	37	9169	403.5
	"Idaho"	"16"	"1981"	"1981"	"Other Race"	"2131-1"	"Male"	"M"	59	8859	666.0
	"Idaho"	"16"	"1981"	"1981"	"White"	"2106-3"	"Female"	"F"	2917	471857	618.2
	"Idaho"	"16"	"1981"	"1981"	"White"	"2106-3"	"Male"	"M"	3897	469742	829.6
	"Idaho"	"16"	"1982"	"1982"	"Black or African American"	"2054-5"	"Female"	"F"	3	1140	263.2 (Unreliable)
	"Idaho"	"16"	"1982"	"1982"	"Black or African American"	"2054-5"	"Male"	"M"	5	1756	284.7 (Unreliable)
	"Idaho"	"16"	"1982"	"1982"	"Other Race"	"2131-1"	"Female"	"F"	43	9472	454.0
	"Idaho"	"16"	"1982"	"1982"	"Other Race"	"2131-1"	"Male"	"M"	59	9149	644.9
	"Idaho"	"16"	"1982"	"1982"	"White"	"2106-3"	"Female"	"F"	2948	477607	617.2
	"Idaho"	"16"	"1982"	"1982"	"White"	"2106-3"	"Male"	"M"	3899	474708	821.3
	"Idaho"	"16"	"1983"	"1983"	"Black or African American"	"2054-5"	"Female"	"F"	9	1186	758.9 (Unreliable)
	"Idaho"	"16"	"1983"	"1983"	"Black or African American"	"2054-5"	"Male"	"M"	9	1819	494.8 (Unreliable)
	"Idaho"	"16"	"1983"	"1983"	"Other Race"	"2131-1"	"Female"	"F"	49	9744	502.9
	"Idaho"	"16"	"1983"	"1983"	"Other Race"	"2131-1"	"Male"	"M"	58	9419	615.8
	"Idaho"	"16"	"1983"	"1983"	"White"	"2106-3"	"Female"	"F"	3118	480477	648.9
	"Idaho"	"16"	"1983"	"1983"	"White"	"2106-3"	"Male"	"M"	3998	478521	835.5
	"Idaho"	"16"	"1984"	"1984"	"Black or African American"	"2054-5"	"Female"	"F"	6	1206	497.5 (Unreliable)
	"Idaho"	"16"	"1984"	"1984"	"Black or African American"	"2054-5"	"Male"	"M"	10	1832	545.9 (Unreliable)
	"Idaho"	"16"	"1984"	"1984"	"Other Race"	"2131-1"	"Female"	"F"	37	10068	367.5
	"Idaho"	"16"	"1984"	"1984"	"Other Race"	"2131-1"	"Male"	"M"	57	9758	584.1
	"Idaho"	"16"	"1984"	"1984"	"White"	"2106-3"	"Female"	"F"	3184	484709	656.9
	"Idaho"	"16"	"1984"	"1984"	"White"	"2106-3"	"Male"	"M"	3957	482227	820.6
	"Idaho"	"16"	"1985"	"1985"	"Black or African American"	"2054-5"	"Female"	"F"	5	1288	388.2 (Unreliable)
	"Idaho"	"16"	"1985"	"1985"	"Black or African American"	"2054-5"	"Male"	"M"	15	1922	780.4 (Unreliable)
	"Idaho"	"16"	"1985"	"1985"	"Other Race"	"2131-1"	"Female"	"F"	43	10438	412.0
	"Idaho"	"16"	"1985"	"1985"	"Other Race"	"2131-1"	"Male"	"M"	47	10137	463.6
	"Idaho"	"16"	"1985"	"1985"	"White"	"2106-3"	"Female"	"F"	3168	486215	651.6
	"Idaho"	"16"	"1985"	"1985"	"White"	"2106-3"	"Male"	"M"	3837	483122	794.2
	"Idaho"	"16"	"1986"	"1986"	"Black or African American"	"2054-5"	"Female"	"F"	10	1297	771.0 (Unreliable)
	"Idaho"	"16"	"1986"	"1986"	"Black or African American"	"2054-5"	"Male"	"M"	10	1937	516.3 (Unreliable)
	"Idaho"	"16"	"1986"	"1986"	"Other Race"	"2131-1"	"Female"	"F"	48	10690	449.0
	"Idaho"	"16"	"1986"	"1986"	"Other Race"	"2131-1"	"Male"	"M"	58	10452	554.9
	"Idaho"	"16"	"1986"	"1986"	"White"	"2106-3"	"Female"	"F"	3274	483727	676.8
	"Idaho"	"16"	"1986"	"1986"	"White"	"2106-3"	"Male"	"M"	3988	480750	829.5
	"Idaho"	"16"	"1987"	"1987"	"Black or African American"	"2054-5"	"Female"	"F"	4	1299	307.9 (Unreliable)
	"Idaho"	"16"	"1987"	"1987"	"Black or African American"	"2054-5"	"Male"	"M"	9	1949	461.8 (Unreliable)
	"Idaho"	"16"	"1987"	"1987"	"Other Race"	"2131-1"	"Female"	"F"	39	10997	354.6
	"Idaho"	"16"	"1987"	"1987"	"Other Race"	"2131-1"	"Male"	"M"	51	10756	474.2
	"Idaho"	"16"	"1987"	"1987"	"White"	"2106-3"	"Female"	"F"	3325	481077	691.2
	"Idaho"	"16"	"1987"	"1987"	"White"	"2106-3"	"Male"	"M"	3915	477801	819.4
	"Idaho"	"16"	"1988"	"1988"	"Black or African American"	"2054-5"	"Female"	"F"	8	1341	596.6 (Unreliable)
	"Idaho"	"16"	"1988"	"1988"	"Black or African American"	"2054-5"	"Male"	"M"	12	1989	603.3 (Unreliable)
	"Idaho"	"16"	"1988"	"1988"	"Other Race"	"2131-1"	"Female"	"F"	43	11372	378.1
