"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Hispanic Origin"	"Hispanic Origin Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	108	2313622	4.7
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	123	2356281	5.2
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	119	2405206	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	130	2471414	5.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	225	2522928	8.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	201	2553841	7.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	205	2616315	7.8
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	234	2658399	8.8
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	240	2698635	8.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Alzheimer disease (G30)"	"GR113-052"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	284	2747790	10.3
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	856	1379862	62.0
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	799	1462864	54.6
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	788	1559808	50.5
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	872	1635975	53.3
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	877	1711789	51.2
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	814	1785379	45.6
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	842	1862612	45.2
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	882	1942635	45.4
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	930	2023645	46.0
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	912	2104740	43.3
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	892	2183944	40.8
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	884	2242852	39.4
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	998	2313622	43.1
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	1011	2356281	42.9
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	1086	2405206	45.2
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	1119	2471414	45.3
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	1220	2522928	48.4
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	1314	2553841	51.5
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	1257	2616315	48.0
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	1345	2658399	50.6
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	1459	2698635	54.1
	"Census Region 2: Midwest"	"CENS-R2"	"Major cardiovascular diseases (I00-I78)"	"GR113-053"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	1575	2747790	57.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	625	1379862	45.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	573	1462864	39.2
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	551	1559808	35.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	641	1635975	39.2
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	621	1711789	36.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	565	1785379	31.6
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	602	1862612	32.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	603	1942635	31.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	630	2023645	31.1
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	638	2104740	30.3
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	610	2183944	27.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	640	2242852	28.5
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	698	2313622	30.2
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	718	2356281	30.5
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	770	2405206	32.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	758	2471414	30.7
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	833	2522928	33.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	917	2553841	35.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	835	2616315	31.9
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	906	2658399	34.1
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	964	2698635	35.7
	"Census Region 2: Midwest"	"CENS-R2"	"#Diseases of heart (I00-I09,I11,I13,I20-I51)"	"GR113-054"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	1075	2747790	39.1
	"Census Region 2: Midwest"	"CENS-R2"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	11	2522928	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Acute rheumatic fever and chronic rheumatic heart diseases (I00-I09)"	"GR113-055"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	14	2747790	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	30	1379862	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	22	1462864	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	25	1559808	1.6
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	24	1635975	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	32	1711789	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	26	1785379	1.5
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	25	1862612	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	27	1942635	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	36	2023645	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	35	2104740	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	40	2183944	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	38	2242852	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	41	2313622	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	42	2356281	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	67	2405206	2.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	52	2471414	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	52	2522928	2.1
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	66	2553841	2.6
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	48	2616315	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	65	2658399	2.4
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	77	2698635	2.9
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart disease (I11)"	"GR113-056"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	99	2747790	3.6
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	11	2471414	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	12	2553841	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	12	2616315	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	15	2658399	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	16	2698635	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Hypertensive heart and renal disease (I13)"	"GR113-057"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	23	2747790	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	408	1379862	29.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	387	1462864	26.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	369	1559808	23.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	434	1635975	26.5
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	394	1711789	23.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	363	1785379	20.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	393	1862612	21.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	381	1942635	19.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	380	2023645	18.8
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	400	2104740	19.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	357	2183944	16.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	384	2242852	17.1
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	409	2313622	17.7
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	429	2356281	18.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	410	2405206	17.0
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	427	2471414	17.3
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	418	2522928	16.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	458	2553841	17.9
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	428	2616315	16.4
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	456	2658399	17.2
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	476	2698635	17.6
	"Census Region 2: Midwest"	"CENS-R2"	"Ischemic heart diseases (I20-I25)"	"GR113-058"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	525	2747790	19.1
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	158	1379862	11.5
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	153	1462864	10.5
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	159	1559808	10.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	172	1635975	10.5
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	150	1711789	8.8
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	139	1785379	7.8
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	144	1862612	7.7
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	140	1942635	7.2
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2007"	"2007"	115	2023645	5.7
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2008"	"2008"	134	2104740	6.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2009"	"2009"	130	2183944	6.0
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2010"	"2010"	127	2242852	5.7
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2011"	"2011"	136	2313622	5.9
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2012"	"2012"	159	2356281	6.7
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2013"	"2013"	139	2405206	5.8
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2014"	"2014"	150	2471414	6.1
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2015"	"2015"	158	2522928	6.3
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2016"	"2016"	151	2553841	5.9
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2017"	"2017"	127	2616315	4.9
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2018"	"2018"	149	2658399	5.6
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2019"	"2019"	174	2698635	6.4
	"Census Region 2: Midwest"	"CENS-R2"	"Acute myocardial infarction (I21-I22)"	"GR113-059"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2020 "	"2020"	171	2747790	6.2
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"1999"	"1999"	250	1379862	18.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2000"	"2000"	233	1462864	15.9
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2001"	"2001"	208	1559808	13.3
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2002"	"2002"	259	1635975	15.8
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2003"	"2003"	242	1711789	14.1
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2004"	"2004"	224	1785379	12.5
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2005"	"2005"	245	1862612	13.2
	"Census Region 2: Midwest"	"CENS-R2"	"Other forms of chronic ischemic heart disease (I20,I25)"	"GR113-061"	"Hispanic or Latino"	"2135-2"	"Female"	"F"	"2006"	"2006"	239	1942635	12.3
