"Notes"	"Census Region"	"Census Region Code"	"ICD-10 113 Cause List"	"ICD-10 113 Cause List Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	13	3732849	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	13	3760839	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	24	3802988	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	15	3793231	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	16	3797834	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Legal intervention (Y35,Y89.0)"	"GR113-130"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	21	3831098	0.5
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	71	3166928	2.2
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	62	3199210	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	95	3241467	2.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	84	3273969	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	106	3303059	3.2
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	75	3324658	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	68	3347579	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	64	3372310	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	67	3401460	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	60	3437306	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	46	3477179	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	56	3508921	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	60	3551546	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	56	3594914	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	47	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	48	3693590	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	52	3732849	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	75	3760839	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	69	3802988	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	95	3793231	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	90	3797834	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Events of undetermined intent (Y10-Y34,Y87.2,Y89.9)"	"GR113-131"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	99	3831098	2.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	62	3166928	2.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	57	3199210	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	92	3241467	2.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	81	3273969	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	100	3303059	3.0
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	71	3324658	2.1
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	61	3347579	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	62	3372310	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	62	3401460	1.8
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	55	3437306	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	42	3477179	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	56	3508921	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	59	3551546	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	54	3594914	1.5
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	46	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	47	3693590	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	51	3732849	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	71	3760839	1.9
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	66	3802988	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	91	3793231	2.4
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	87	3797834	2.3
	"Census Region 1: Northeast"	"CENS-R1"	"Other and unspecified events of undetermined intent and their sequelae (Y10-Y21,Y25-Y34,Y87.2,Y89.9)"	"GR113-133"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	94	3831098	2.5
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	28	3166928	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	30	3199210	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	41	3241467	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	33	3273969	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	30	3303059	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	29	3324658	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	29	3347579	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	19	3372310	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	20	3401460	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	28	3437306	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	29	3477179	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	22	3508921	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	32	3551546	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	28	3594914	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	31	3638549	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	30	3693590	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	33	3732849	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	42	3760839	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	63	3802988	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	47	3793231	1.2
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	59	3797834	1.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Complications of medical and surgical care (Y40-Y84,Y88)"	"GR113-135"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	65	3831098	1.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	11	3303059	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	15	3324658	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	18	3347579	Unreliable
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	20	3372310	0.6
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	33	3401460	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	36	3437306	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	33	3477179	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	28	3508921	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	48	3551546	1.4
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	40	3594914	1.1
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	49	3638549	1.3
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	31	3693590	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	33	3732849	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	35	3760839	0.9
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	31	3802988	0.8
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	28	3793231	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	27	3797834	0.7
	"Census Region 1: Northeast"	"CENS-R1"	"#Enterocolitis due to Clostridium difficile (A04.7)"	"GR113-136"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	37	3831098	1.0
	"Census Region 1: Northeast"	"CENS-R1"	"#COVID-19 (U07.1)"	"GR113-137"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	8546	3831098	223.1
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11	3312752	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	19	3346277	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	30	3380942	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	40	3414454	1.2
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	36	3454017	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	35	3488713	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	33	3521017	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	67	3553025	1.9
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	78	3579929	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	79	3611930	2.2
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	62	3637915	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	63	3667276	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	67	3702407	1.8
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	54	3734275	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	50	3759819	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	64	3797106	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2018"	"2018"	65	3827337	1.7
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2019"	"2019"	49	3850513	1.3
	"Census Region 2: Midwest"	"CENS-R2"	"Certain other intestinal infections (A04,A07-A09)"	"GR113-003"	"Male"	"M"	"Black or African American"	"2054-5"	"2020 "	"2020"	54	3888360	1.4
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	31	3185056	1.0
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	24	3226933	0.7
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	17	3277873	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	14	3312752	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	26	3346277	0.8
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	13	3380942	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	16	3414454	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	12	3454017	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	16	3488713	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	10	3521017	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	13	3579929	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	11	3611930	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	13	3637915	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	13	3759819	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"#Tuberculosis (A16-A19)"	"GR113-004"	"Male"	"M"	"Black or African American"	"2054-5"	"2017"	"2017"	11	3797106	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"Black or African American"	"2054-5"	"1999"	"1999"	28	3185056	0.9
	"Census Region 2: Midwest"	"CENS-R2"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	19	3226933	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	15	3277873	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	11	3312752	Unreliable
	"Census Region 2: Midwest"	"CENS-R2"	"Respiratory tuberculosis (A16)"	"GR113-005"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	19	3346277	Unreliable
